None,Name,Name,Name,Name,Fueltype,Fueltype,Fueltype,Fueltype,Technology,Technology,Technology,Technology,Set,Set,Set,Set,Country,Country,Country,Country,Capacity,Capacity,Capacity,Capacity,YearCommissioned,YearCommissioned,YearCommissioned,YearCommissioned,lat,lat,lat,lat,lon,lon,lon,lon,File,File,File,File,projectID,projectID,projectID,projectID
1476,Hodnaberg,Hodnaberg,,,Hydro,Hydro,,,,,,,PP,PP,,,Norway,Norway,,,29.4,43.0,,,,,,,60.62296,,,,6.42286,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[18004],50WP000000002730,,
1477,Hofsfoss,Hofsfoss,,,Hydro,Hydro,,,,,,,PP,PP,,,Norway,Norway,,,28.0,32.0,,,,,,,60.16804,,,,10.25647,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[18023],50WP00000000275X,,
1478,Hogefoss,Hogefoss,,,Hydro,Hydro,,,,,,,PP,PP,,,Norway,Norway,,,24.0,27.0,,,,,,,59.1666667,,,,8.5,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[18035],50WP00000000302J,,
1479,Hogga,Hogga,,,Hydro,Hydro,,,,,,,PP,PP,,,Norway,Norway,,,17.0,20.0,,,,,,,,,,,,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[18046],50WP00000000276V,,
1480,Hogstad,Hogstad,,,Hydro,Hydro,,,,Run-of-river,,,PP,PP,,,Norway,Norway,,,9.255,10.8,,,,,,,59.28843,,,,9.71,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[18049],50WP00000000277T,,
1481,Hol,Hol,,,Hydro,Hydro,,,,,,,PP,PP,,,Norway,Norway,,,86.0,70.0,,,,,,,60.6666667,,,,8.75,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,"[18108, 18107]",50WP000000002803,,
1482,Hol,Hol,,,Hydro,Hydro,,,,,,,PP,PP,,,Norway,Norway,,,190.0,245.0,,,,,,,60.6333333,,,,8.1666667,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[18106],50WP00000000278R,,
1483,Holen,Holen,,,Hydro,Hydro,,,,,,,PP,PP,,,Norway,Norway,,,326.0,460.0,,,,,,,59.35,,,,7.3333333,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[18119],50WP000000002811,,
1484,Holjes,Höljes,,,Hydro,Hydro,,,,,,,PP,PP,,,Sweden,Sweden,,,130.0,128.0,,,,,,,60.9,,,,12.6,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[18140],46WPU0000000022Z,,
1485,Holleforsen,Hölleforsen,,,Hydro,Hydro,,,,,,,PP,PP,,,Sweden,Sweden,,,140.1,140.0,,,,,,,63.0333333,,,,16.6166667,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[18149],46WPU0000000050U,,
1486,Hone,Hone,,,Hydro,Hydro,,,,Run-of-river,,,PP,PP,,,Italy,Italy,,,29.51,18.0,,,,,,,45.613561,,,,7.738513,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,"[18245, 18244]",26WIMPI-S02H1NO5,,
1487,Horns rev,Horns rev,,,Wind,Wind,,,,,,,PP,PP,,,Denmark,Denmark,,,369.3,209.3,,,,,,,55.559567,,,,8.077059,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,"[18414, 18415]",45V0000000000229,,
1488,Hovatn,Hovatn,,,Hydro,Hydro,,,,,,,PP,PP,,,Norway,Norway,,,45.0,55.0,,,,,,,58.9833333,,,,7.6833333,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[18547],50WP00000000291Z,,
1489,Hove,Hove,,,Hydro,Hydro,,,,,,,PP,PP,,,Norway,Norway,,,60.0,73.0,,,,,,,62.05,,,,5.3333333,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[18551],50WP00000000292X,,
1490,Hoylandsfoss,Hoylandsfoss,,,Hydro,Hydro,,,,,,,PP,PP,,,Norway,Norway,,,6.8,8.5,,,,,,,58.2666667,,,,6.8333333,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[18569],50WP00000000311I,,
1491,Hunderfossen,Hunderfossen,,,Hydro,Hydro,,,,,,,PP,PP,,,Norway,Norway,,,112.0,124.0,,,,,,,61.11514,,,,10.46628,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[18835],50WP00000000294T,,
1492,Hunsfoss,Hunsfos,,,Hydro,Hydro,,,,,,,PP,PP,,,Norway,Norway,,,13.0,17.5,,,,,,,58.26936,,,,7.97413,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[18850],50WP00000000297N,,
1493,Huutokoski,Huutokoski kt,,,Oil,Oil,,,,,,,PP,,,,Finland,Finland,,,174.0,180.0,,,,,,,62.9,,,,29.4,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[18927],44W-T-KT-000002G,,
1494,Hylen,Hylen,,,Hydro,Hydro,,,,,,,PP,PP,,,Norway,Norway,,,160.0,190.0,,,,,,,59.5,,,,6.5,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[18972],50WP00000000299J,,
1495,Iardino,Iardino,,,Wind,Wind,,,,,,,PP,PP,,,Italy,Italy,,,14.0,14.0,,,,,,,41.063015,,,,14.450632,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[18998],26WIMPI-S15PILCD,,
1496,Ildgrubfossen,Ildgruben,,,Hydro,Hydro,,,,,,,PP,PP,,,Norway,Norway,,,5.7,7.4,,,,,,,68.35,,,,17.0166667,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[19185],50WP00000000320H,,
1497,Inesco,Inesco wkk,,,Natural Gas,Natural Gas,,,,,,,PP,,,,Belgium,Belgium,,,130.0,138.0,,,,,,,51.2197872987,,,,4.32663917542,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[1741],22WINESCO000149P,,
1498,Inkoo,Inkoo,,,Hard Coal,Coal,,,,,,,PP,,,,Finland,Finland,,,1000.0,695.0,,,,,,,60.045871497,,,,24.0045905113,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[19401],44W-T-LV-000001R,,
1499,Innset,Innset,,,Hydro,Hydro,,,,,,,PP,PP,,,Norway,Norway,,,80.0,105.0,,,,,,,68.65,,,,18.8333333,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[19424],50WP00000000321F,,
1500,Isola bienno,Isola,,,Hydro,Hydro,,,,Run-of-river,,,PP,PP,,,Italy,Italy,,,12.0,12.0,,,,,,,45.935793,,,,10.293363,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[65135],26WIMPI-S03IMSLC,,
1501,Isola serafini,Isola serafini,,,Hydro,Hydro,,,,Run-of-river,,,PP,PP,,,Italy,Italy,,,53.0,76.0,,,,,,,45.089969,,,,9.93657,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[19690],26WIMPI-S08ISSLW,,
1502,Isollaz,Isollaz,,,Hydro,Hydro,,,,Run-of-river,,,PP,PP,,,Italy,Italy,,,32.0,32.0,,,,,,,45.690462,,,,7.704711,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[63175],26WIMPI-S02ISLLF,,
1503,Iveland,Iveland,,,Hydro,Hydro,,,,,,,PP,PP,,,Norway,Norway,,,44.1,52.5,,,,,,,58.3833333,,,,7.8333333,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[19800],50WP000000003257,,
1504,Jarnvagsforsen,Järnvägsforsen,,,Hydro,Hydro,,,,Run-of-river,,,PP,PP,,,Sweden,Sweden,,,105.0,100.0,,,,,,,62.3833333,,,,17.3166667,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[20099],46WPU0000000105V,,
1505,Jarpstrommen,Järpströmmen,,,Hydro,Hydro,,,,,,,PP,PP,,,Sweden,Sweden,,,118.0,114.0,,,,,,,63.35,,,,13.4833333,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[20101],46WPU0000000019O,,
1506,Jorundland,Jorundland,,,Hydro,Hydro,,,,,,,PP,PP,,,Norway,Norway,,,55.0,65.0,,,,,,,58.9,,,,8.2666667,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[20539],50WP000000003338,,
1507,Jostedal,Jostedal,,,Hydro,Hydro,,,,,,,PP,PP,,,Norway,Norway,,,290.0,320.0,,,,,,,61.5827964745,,,,7.27655410767,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[20554],50WP000000003281,,
1508,Jukla,Jukla,,,Hydro,Hydro,,,,,,,PP,PP,,,Norway,Norway,,,35.0,44.0,,,,,,,59.9833333,,,,6.0166667,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[20619],50WPI00000003295,,
1509,Juvfossen,Juvfossen,,,Hydro,Hydro,,,,,,,PP,PP,,,Norway,Norway,,,7.0,7.2,,,,,,,62.0833333,,,,6.9,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[20675],50WP00000000331C,,
1510,Kaggefoss,Kaggefoss,,,Hydro,Hydro,,,,Run-of-river,,,PP,PP,,,Norway,Norway,,,80.3,101.0,,,,,,,59.9333333,,,,10.0,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[20766],50WP000000003370,,
1511,Kaldaga,Kaldaga,,,Hydro,Hydro,,,,,,,PP,PP,,,Norway,Norway,,,15.0,19.0,,,,,,,68.045,,,,15.7305556,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[20894],50WP00000000339X,,
1512,Kaldestad,Kaldestad,,,Hydro,Hydro,,,,,,,PP,PP,,,Norway,Norway,,,24.0,30.0,,,,,,,60.4833333,,,,5.7333333,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[20895],50WP00000000338Z,,
1513,Kalvedalen,Kalvedalen,,,Hydro,Hydro,,,,,,,PP,PP,,,Norway,Norway,,,20.0,22.0,,,,,,,,,,,,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[20974],50WP00000000340B,,
1514,Kangsliaga,Kangsliaga,,,Hydro,Hydro,,,,,,,PP,PP,,,Norway,Norway,,,3.1,3.3,,,,,,,68.5333333,,,,15.2166667,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[61453],50WP000000003419,,
1515,Katowice,Katowice,,,Hard Coal,Coal,,,,,,,CHP,,,,Poland,Poland,,,141.3,135.0,,,,,,,50.2718615,,,,19.0407105,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,"[21486, 21485]",19W000000000076Y,,
1516,Kaupanger,Kaupanger,,,Hydro,Hydro,,,,,,,PP,PP,,,Norway,Norway,,,4.6,5.5,,,,,,,,,,,,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[66228],50WPI00000003465,,
1517,Kiste,Kiste,,,Hydro,Hydro,,,,Run-of-river,,,PP,PP,,,Norway,Norway,,,6.0,7.0,,,,,,,59.28843,,,,9.71,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[22333],50WP000000003516,,
1518,Kistefoss,Kistefoss,,,Hydro,Hydro,,,,,,,PP,PP,,,Norway,Norway,,,6.1,6.8,,,,,,,60.24143,,,,10.38503,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[64614],50WP000000003524,,
1519,Kjela,Kjela,,,Hydro,Hydro,,,,,,,PP,PP,,,Norway,Norway,,,60.0,71.8,,,,,,,59.3,,,,9.0333333,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[22391],50WP000000003532,,
1520,Kjollefjord,Kjollefjord,,,Wind,Wind,,,,,,,PP,PP,,,Norway,Norway,,,39.1,50.0,,,,,,,70.5666667,,,,27.0166667,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[22394],50WP00000000356X,,
1521,Klosterfoss,Klosterfoss,,,Hydro,Hydro,,,,Run-of-river,,,PP,PP,,,Norway,Norway,,,10.66,12.0,,,,,,,59.20962,,,,9.60897,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[22484],50WP000000003613,,
1522,Knutfoss,Knutfoss,,,Hydro,Hydro,,,,,,,PP,PP,,,Norway,Norway,,,4.99,5.4,,,,,,,64.46543,,,,12.31491,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[66229],50WP00000000365W,,
1523,Kobbelv,Kobbelv,,,Hydro,Hydro,,,,,,,PP,PP,,,Norway,Norway,,,300.0,352.4,,,,,,,,,,,,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[22543],50WP00000000366U,,
1524,Kolsvik,Kolsvik,,,Hydro,Hydro,,,,,,,PP,PP,,,Norway,Norway,,,128.0,162.9,,,,,,,65.2166667,,,,12.7833333,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[22697],50WP00000000368Q,,
1525,Korneuburg,Kraftwerk korneuburg,,,Natural Gas,Natural Gas,,,,,,,PP,,,,Austria,Austria,,,149.7,152.0,,,,,,,48.35,,,,16.3333333,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[22841],14W-KW-KO2-EVN-5,,
1526,Kvanndal,Kvanndal,,,Hydro,Hydro,,,,,,,PP,PP,,,Norway,Norway,,,45.0,50.0,,,,,,,59.7333333,,,,7.0333333,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[23460],50WP00000000386O,,
1527,Kvilldal,Kvilldal,,,Hydro,Hydro,,,,,,,PP,PP,,,Norway,Norway,,,1240.0,1444.2,,,,,,,59.5166667,,,,6.6333333,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[23472],50WP00000000389I,,
1528,Kvinen,Kvinen,,,Hydro,Hydro,,,,,,,PP,PP,,,Norway,Norway,,,80.0,90.0,,,,,,,58.66263,,,,6.71694,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[23473],50WP00000000391V,,
1529,Kvistforsen,Kvistforsen,,,Hydro,Hydro,,,,Run-of-river,,,PP,PP,,,Sweden,Sweden,,,140.0,140.0,,,,,,,64.7506673478,,,,20.9527945518,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[23475],46WPU0000000103Z,,
1530,Kvittingen,Kvittingen,,,Hydro,Hydro,,,,,,,PP,PP,,,Norway,Norway,,,42.0,56.0,,,,,,,60.4666667,,,,5.8833333,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[23477],50WP00000000394P,,
1531,Kwidzyn,International paper kwidzyn,,,Hard Coal,Coal,,,,,,,CHP,,,,Poland,Poland,,,75.0,111.6,,,,,,,53.724949,,,,18.931137,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[23503],19W0000000002337,,
1532,Kymijarvi,Kymijärvi,,,Hard Coal,Coal,,,,,,,CHP,,,,Finland,Finland,,,199.0,170.0,,,,,,,60.99259,,,,25.721352,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[23522],44W-T-YT-000004K,,
1533,Lacedonia alerion,Lacedonia,,,Wind,Wind,,,,,,,PP,PP,,,Italy,Italy,,,15.0,14.0,,,,,,,,,,,,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[61959],26WIMPI-0686464Q,,
1534,Lacedonia ivpc,Lacedonia,,,Wind,Wind,,,,,,,PP,PP,,,Italy,Italy,,,18.0,18.0,,,,,,,41.051222,,,,15.423854,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[65837],26WIMPI-S15L2CDB,,
1535,Lakshola,Lakshola,,,Hydro,Hydro,,,,,,,PP,PP,,,Norway,Norway,,,32.0,34.0,,,,,,,70.0086111,,,,21.2544444,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[24225],50WP00000000402F,,
1536,Lana,Lana,,,Hydro,Hydro,,,,Run-of-river,,,PP,PP,,,Italy,Italy,,,121.8,120.0,,,,,,,46.612418,,,,11.15587,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[24321],26WIMPI-S04LNAAQ,,
1537,Nye langfjord,Langfjord,,,Hydro,Hydro,,,,,,,PP,PP,,,Norway,Norway,,,15.25,10.0,,,,,,,65.4625,,,,12.19973,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,"[24413, 31944]",50WP00000000403D,,
1538,Langvann,Langvann,,,Hydro,Hydro,,,,,,,PP,PP,,,Norway,Norway,,,5.0,6.5,,,,,,,68.3333333,,,,16.3666667,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[24437],50WP00000000404B,,
1539,Langvatn,Langvatn,,,Hydro,Hydro,,,,,,,PP,PP,,,Norway,Norway,,,90.0,114.5,,,,,,,68.3333333,,,,16.3666667,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[24438],50WP000000004059,,
1540,Lanzada,Lanzada,,,Hydro,Hydro,,,,,,,PP,PP,,,Italy,Italy,,,189.01,188.0,,,,,,,46.269297,,,,9.869247,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[24464],26WIMPI-S03LNZDP,,
1541,Lappago,Lappago,,,Hydro,Hydro,,,,,,,PP,PP,,,Italy,Italy,,,28.0,25.0,,,,,,,46.890931,,,,11.860181,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[24484],26WIMPI-S04LPPGZ,,
1542,Larderello nuovo,Nuova larderello,,,Geothermal,Geothermal,,,,,,,PP,PP,,,Italy,Italy,,,20.0,17.0,,,,,,,43.298935,,,,10.872821,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[24500],26WIMPI-S09NLVR8,,
1543,Lasa,Lasa,,,Hydro,Hydro,,,,,,,PP,PP,,,Italy,Italy,,,63.0,64.0,,,,,,,46.616614,,,,10.700159,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[24579],26WIMPI-S04LMSAD,,
1544,Lasele,Lasele,,,Hydro,Hydro,,,,,,,PP,PP,,,Sweden,Sweden,,,150.0,140.0,,,,,,,63.4333333,,,,16.9,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[24585],46WPU0000000044P,,
1545,Laudal,Laudal,,,Hydro,Hydro,,,,,,,PP,PP,,,Norway,Norway,,,26.0,38.0,,,,,,,58.25,,,,7.5,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[24619],50WP000000004083,,
1546,Lausward,Kraftwerk lausward,,,Natural Gas,Natural Gas,,,,,,,PP,,,,Germany,Germany,,,663.6,995.0,,,,,,,51.2217225724,,,,6.77616119385,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[24650],11WD7NORF5G--KWG,,
1547,Lavkajakka,Lavkajohka,,,Hydro,Hydro,,,,,,,PP,PP,,,Norway,Norway,,,8.5,10.0,,,,,,,69.25,,,,20.583333,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[24680],50WP000000004091,,
1548,Lazzaro enel,Lazzaro,,,Hydro,Hydro,,,,Run-of-river,,,PP,PP,,,Italy,Italy,,,10.5,10.0,,,,,,,43.69076,,,,12.812658,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[65677],26WIMPI-S11SLZZX,,
1549,Lecce,Lecce,,,Wind,Wind,,,,,,,PP,PP,,,Italy,Italy,,,36.0,48.0,,,,,,,40.3994444,,,,18.1330556,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[24807],26WIMPI-S16L3CC3,,
1550,Leinafoss,Leinafoss,,,Hydro,Hydro,,,,,,,PP,PP,,,Norway,Norway,,,4.8,5.4,,,,,,,,,,,,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[24877],50WP00000000410G,,
1551,Leirdola,Leirdola,,,Hydro,Hydro,,,,,,,PP,PP,,,Norway,Norway,,,110.0,129.8,,,,,,,61.4833333,,,,7.2166667,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[24889],50WP00000000411E,,
1552,Leirfossene,Leirfossene,,,Hydro,Hydro,,,,,,,PP,PP,,,Norway,Norway,,,47.8,52.5,,,,,,,,,,,,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[60857],50WP000000004148,,
1553,Levane,Levane,,,Hydro,Hydro,,,,Run-of-river,,,PP,PP,,,Italy,Italy,,,17.5,18.0,,,,,,,43.552147,,,,11.588433,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[25075],26WIMPI-S09LVNES,,
1554,Lielahti,Lielahti,,,Natural Gas,Natural Gas,,,,,,,PP,,,,Finland,Finland,,,134.9,142.0,,,,,,,61.4991132141,,,,23.7871170044,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[25203],44W-T-YT-000005I,,
1555,Ligonchio ozola,Ligonchio ozola,,,Hydro,Hydro,,,,Run-of-river,,,PP,PP,,,Italy,Italy,,,8.5,11.0,,,,,,,44.316254,,,,10.341393,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[65556],26WIMPI-S08LGNCO,,
1556,Lillgrund,Lillgrund,,,Wind,Wind,,,,,,,PP,PP,,,Sweden,Sweden,,,110.4,110.0,,,,,,,55.6058691373,,,,13.0007314682,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[25251],46WPU0000000058E,,
1557,Linate airport,Linate,,,Natural Gas,Natural Gas,,,,,,,CHP,,,,Italy,Italy,,,24.0,24.0,,,,,,,45.4470050507,,,,9.27228927612,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[25286],26WIMPI-S03CLGN4,,
1558,Lio tokke,Tokke,,,Hydro,Hydro,,,,,,,PP,PP,,,Norway,Norway,,,470.0,480.0,,,,,,,58.9833333,,,,9.2333333,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,"[25367, 45678]",50WP00000000745M,,
1559,Litjfossen,Litjfossen,,,Hydro,Hydro,,,,,,,PP,PP,,,Norway,Norway,,,75.0,83.0,,,,,,,62.27594,,,,10.78241,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[25412],50WP000000004245,,
1560,Logna,Logna,,,Hydro,Hydro,,,,,,,PP,PP,,,Norway,Norway,,,18.0,22.0,,,,,,,58.3166667,,,,6.6666667,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[25623],50WPI00000004275,,
1561,Lokaunet,Lokaunet,,,Hydro,Hydro,,,,,,,PP,PP,,,Norway,Norway,,,9.0,11.5,,,,,,,,,,,,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[25653],50WP000000004415,,
1562,Lomen,Lomen,,,Hydro,Hydro,,,,,,,PP,PP,,,Norway,Norway,,,54.5,60.0,,,,,,,61.1333333,,,,8.9333333,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[25682],50WP00000000428Y,,
1563,Lomi,Lomi,,,Hydro,Hydro,,,,,,,PP,PP,,,Norway,Norway,,,126.0,140.0,,,,,,,,,,,,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[25684],50WP00000000429W,,
1564,Lopet,Lopet,,,Hydro,Hydro,,,,,,,PP,PP,,,Norway,Norway,,,24.0,28.0,,,,,,,61.1333333,,,,11.3833333,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[25779],50WP000000004423,,
1565,Lorinci,Lőrinci gázturbinás erőmű,,,Oil,Oil,,,,,,,PP,,,,Hungary,Hungary,,,170.0,170.0,,,,,,,47.732952,,,,19.678669,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[25807],15WLORINC----PPF,,
1566,Lotru,Hpp lotru,,,Hydro,Hydro,,,,,,,PP,PP,,,Romania,Romania,,,604.53,509.0,,,,,,,,,,,,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[25910],30W-CHE-LOTR---A,,
1567,Lovero,Lovero,,,Hydro,Hydro,,,,Run-of-river,,,PP,PP,,,Italy,Italy,,,49.0,49.0,,,,,,,45.811688,,,,10.06896,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[25951],26WIMPI-S03ALMVH,,
1568,Lutufallet,Lutufallet,,,Hydro,Hydro,,,,,,,PP,PP,,,Norway,Norway,,,14.7,15.0,,,,,,,61.31484,,,,12.26374,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[26283],50WP000000004326,,
1569,Lya,Lya,,,Hydro,Hydro,,,,,,,PP,PP,,,Norway,Norway,,,5.4,6.0,,,,,,,60.6666667,,,,8.75,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[61459],50WP000000004334,,
1570,Lysbotn,Lysbotn,,,Hydro,Hydro,,,,Run-of-river,,,PP,PP,,,Norway,Norway,,,5.35,6.3,,,,,,,69.3833333,,,,17.8333333,,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",,,[26341],50WP000000004350,,
