None,Name,Name,Name,Name,Name,Fueltype,Fueltype,Fueltype,Fueltype,Fueltype,Classification,Classification,Classification,Classification,Classification,Country,Country,Country,Country,Country,Capacity,Capacity,Capacity,Capacity,Capacity,lat,lat,lat,lat,lat,lon,lon,lon,lon,lon,File,File,File,File,File
393,,,,Kandersteg eggeschwand,Kandersteg eggeschwand,,,,Hydro,Hydro,,,,Run-of-river,,,,,Switzerland,Switzerland,,,,2.1,2.1,,,,46.4750989753,,,,,7.66012339529,,,,,BFE,Switzerland Power Plant.csv
394,,,,Kandersteg zilfuri,Kandersteg zilfuri,,,,Hydro,Hydro,,,,Run-of-river,,,,,Switzerland,Switzerland,,,,1.09,1.5,,,,46.4956334904,,,,,7.69159893354,,,,,BFE,Switzerland Power Plant.csv
395,,,,Kandersteg dorf,Kandersteg dorf,,,,Hydro,Hydro,,,,Run-of-river,,,,,Switzerland,Switzerland,,,,1.03,1.03,,,,46.4959386063,,,,,7.67518789714,,,,,BFE,Switzerland Power Plant.csv
396,,,,Engstligenalp,Engstligenalp,,,,Hydro,Hydro,,,,Run-of-river,,,,,Switzerland,Switzerland,,,,0.6,0.6,,,,46.4491601982,,,,,7.56175847554,,,,,BFE,Switzerland Power Plant.csv
397,,,,Moosweid,Moosweid,,,,Hydro,Hydro,,,,Run-of-river,,,,,Switzerland,Switzerland,,,,0.35,0.35,,,,46.4961001155,,,,,7.57684401786,,,,,BFE,Switzerland Power Plant.csv
398,,,,Engstlige,Engstlige,,,,Hydro,Hydro,,,,Run-of-river,,,,,Switzerland,Switzerland,,,,0.5,0.5,,,,46.5068875836,,,,,7.58273413036,,,,,BFE,Switzerland Power Plant.csv
399,,,,Klusi,Klusi,,,,Hydro,Hydro,,,,Reservoir,,,,,Switzerland,Switzerland,,,,1.3,1.3,,,,46.6638985262,,,,,7.54826368379,,,,,BFE,Switzerland Power Plant.csv
400,,,,Thun eidg.,Thun eidg.,,,,Hydro,Hydro,,,,Run-of-river,,,,,Switzerland,Switzerland,,,,0.44,0.44,,,,46.761596737,,,,,7.61469587515,,,,,BFE,Switzerland Power Plant.csv
401,,,,Blumenstein,Blumenstein,,,,Hydro,Hydro,,,,Run-of-river,,,,,Switzerland,Switzerland,,,,0.64,0.64,,,,46.727704518,,,,,7.51333335379,,,,,BFE,Switzerland Power Plant.csv
402,,,,Matte,Matte,,,,Hydro,Hydro,,,,Run-of-river,,,,,Switzerland,Switzerland,,,,1.16,1.16,,,,46.9464934587,,,,,7.45675932783,,,,,BFE,Switzerland Power Plant.csv
403,,,,Lauenen louibach,Lauenen louibach,,,,Hydro,Hydro,,,,Run-of-river,,,,,Switzerland,Switzerland,,,,0.9,0.9,,,,46.4241533318,,,,,7.31831395313,,,,,BFE,Switzerland Power Plant.csv
404,,,,Gsteig,Gsteig,,,,Hydro,Hydro,,,,Run-of-river,,,,,Switzerland,Switzerland,,,,0.72,0.44,,,,46.3852280895,,,,,7.26861425605,,,,,BFE,Switzerland Power Plant.csv
405,,,,Gérignoz pontia,Gérignoz pontia,,,,Hydro,Hydro,,,,Run-of-river,,,,,Switzerland,Switzerland,,,,0.45,0.45,,,,46.4732724541,,,,,7.165215604,,,,,BFE,Switzerland Power Plant.csv
406,,,,Sainte anne,Sainte anne,,,,Hydro,Hydro,,,,Run-of-river,,,,,Switzerland,Switzerland,,,,2.9,2.9,,,,46.5351297566,,,,,7.08799404019,,,,,BFE,Switzerland Power Plant.csv
407,,,,Jaun,Jaun,,,,Hydro,Hydro,,,,Run-of-river,,,,,Switzerland,Switzerland,,,,0.38,0.38,,,,46.6085004996,,,,,7.26934360331,,,,,BFE,Switzerland Power Plant.csv
408,,,,Charmey tzintre,Charmey tzintre,,,,Hydro,Hydro,,,,Run-of-river,,,,,Switzerland,Switzerland,,,,0.86,0.86,,,,46.6118329212,,,,,7.17691300027,,,,,BFE,Switzerland Power Plant.csv
409,,,,Hagneck,"Hagneck ,m u.",,,,Hydro,Hydro,,,,Run-of-river,,,,,Switzerland,Switzerland,,,,20.96,33.66,,,,47.0596245726,,,,,7.17800844643,,,,,BFE,Switzerland Power Plant.csv
410,,,,Jougnenaz,Jougnenaz,,,,Hydro,Hydro,,,,Run-of-river,,,,,Switzerland,Switzerland,,,,2.35,2.35,,,,46.7232276398,,,,,6.39660508601,,,,,BFE,Switzerland Power Plant.csv
411,,,,Le chalet,Le chalet,,,,Hydro,Hydro,,,,Run-of-river,,,,,Switzerland,Switzerland,,,,2.6,2.6,,,,46.7277263163,,,,,6.52224302381,,,,,BFE,Switzerland Power Plant.csv
412,,,,Moulinets sur l'orbe,Moulinets sur l'orbe,,,,Hydro,Hydro,,,,Run-of-river,,,,,Switzerland,Switzerland,,,,0.77,0.77,,,,46.7209697782,,,,,6.53229949585,,,,,BFE,Switzerland Power Plant.csv
413,,,,St.sulpice,St.sulpice,,,,Hydro,Hydro,,,,Run-of-river,,,,,Switzerland,Switzerland,,,,3.9,3.9,,,,46.9106213602,,,,,6.55745141266,,,,,BFE,Switzerland Power Plant.csv
414,,,,Le furcil,Le furcil,,,,Hydro,Hydro,,,,Run-of-river,,,,,Switzerland,Switzerland,,,,0.68,0.68,,,,46.9536626014,,,,,6.73186608774,,,,,BFE,Switzerland Power Plant.csv
415,,,,Plan l'eau,Plan l'eau,,,,Hydro,Hydro,,,,Run-of-river,,,,,Switzerland,Switzerland,,,,1.11,1.11,,,,46.9531054291,,,,,6.74369685922,,,,,BFE,Switzerland Power Plant.csv
416,,,,Les moyats,Les moyats,,,,Hydro,Hydro,,,,Run-of-river,,,,,Switzerland,Switzerland,,,,1.6,1.6,,,,46.9529131011,,,,,6.75657368575,,,,,BFE,Switzerland Power Plant.csv
417,,,,Boudry les essert,Boudry les essert,,,,Hydro,Hydro,,,,Run-of-river,,,,,Switzerland,Switzerland,,,,0.5,0.5,,,,46.9508768262,,,,,6.84290644242,,,,,BFE,Switzerland Power Plant.csv
418,,,,Serrières,Serrières centrale,,,,Hydro,Hydro,,,,Run-of-river,,,,,Switzerland,Switzerland,,,,1.19,1.19,,,,46.9827806416,,,,,6.90358463818,,,,,BFE,Switzerland Power Plant.csv
419,,,,Sous les roches,Sous les roches,,,,Hydro,Hydro,,,,Run-of-river,,,,,Switzerland,Switzerland,,,,0.39,0.39,,,,47.1896143522,,,,,7.18396966384,,,,,BFE,Switzerland Power Plant.csv
420,,,,Rondchâtel,Rondchâtel,,,,Hydro,Hydro,,,,Run-of-river,,,,,Switzerland,Switzerland,,,,3.0,3.0,,,,47.1710326223,,,,,7.24974576351,,,,,BFE,Switzerland Power Plant.csv
421,,,,Frinvillier,Frinvillier,,,,Hydro,Hydro,,,,Run-of-river,,,,,Switzerland,Switzerland,,,,0.35,0.35,,,,47.1683406671,,,,,7.25371218143,,,,,BFE,Switzerland Power Plant.csv
422,,,,Taubenloch,Taubenloch,,,,Hydro,Hydro,,,,Run-of-river,,,,,Switzerland,Switzerland,,,,0.32,0.32,,,,47.1607076521,,,,,7.26165130183,,,,,BFE,Switzerland Power Plant.csv
423,,,,Bözingen,Bözingen,,,,Hydro,Hydro,,,,Run-of-river,,,,,Switzerland,Switzerland,,,,3.25,3.25,,,,47.1545087131,,,,,7.26655078925,,,,,BFE,Switzerland Power Plant.csv
424,,,,Wannenfluh,Wannenfluh,,,,Hydro,Hydro,,,,Run-of-river,,,,,Switzerland,Switzerland,,,,0.42,0.42,,,,46.9973291774,,,,,7.7219601987,,,,,BFE,Switzerland Power Plant.csv
425,,,,Hagerhüsli,Hagerhüsli,,,,Hydro,Hydro,,,,Run-of-river,,,,,Switzerland,Switzerland,,,,0.5,0.5,,,,47.1209582677,,,,,7.53548691316,,,,,BFE,Switzerland Power Plant.csv
426,,,,Bätterkinden,Bätterkinden,,,,Hydro,Hydro,,,,Run-of-river,,,,,Switzerland,Switzerland,,,,0.4,0.4,,,,47.1330038883,,,,,7.54407602098,,,,,BFE,Switzerland Power Plant.csv
427,,,,Utzenstorf,Utzenstorf,,,,Hydro,Hydro,,,,Run-of-river,,,,,Switzerland,Switzerland,,,,0.38,0.38,,,,47.1458646634,,,,,7.54607873841,,,,,BFE,Switzerland Power Plant.csv
428,,,,Gerlafingen,Gerlafingen,,,,Hydro,Hydro,,,,Run-of-river,,,,,Switzerland,Switzerland,,,,0.5,0.5,,,,47.1558500995,,,,,7.54477997909,,,,,BFE,Switzerland Power Plant.csv
429,,,,Biberist,Biberist papierfabrik,,,,Hydro,Hydro,,,,Run-of-river,,,,,Switzerland,Switzerland,,,,0.5,0.5,,,,47.1835291625,,,,,7.56911004647,,,,,BFE,Switzerland Power Plant.csv
430,,,,Emmenhof,Emmenhof,,,,Hydro,Hydro,,,,Run-of-river,,,,,Switzerland,Switzerland,,,,0.33,0.33,,,,47.1948463818,,,,,7.582729415,,,,,BFE,Switzerland Power Plant.csv
431,,,,Aarburg,Aarburg,,,,Hydro,Hydro,,,,Run-of-river,,,,,Switzerland,Switzerland,,,,0.42,0.42,,,,47.3191178376,,,,,7.90315413711,,,,,BFE,Switzerland Power Plant.csv
432,,,,"Dünnern, olten","Dünnern, olten",,,,Hydro,Hydro,,,,Run-of-river,,,,,Switzerland,Switzerland,,,,0.37,0.37,,,,47.3486379073,,,,,7.89864659258,,,,,BFE,Switzerland Power Plant.csv
433,,,,Aarau stadt,Aarau stadt,,,,Hydro,Hydro,,,,Run-of-river,,,,,Switzerland,Switzerland,,,,16.93,16.93,,,,47.3947817334,,,,,8.03587458337,,,,,BFE,Switzerland Power Plant.csv
434,,,,Niederlenz,Niederlenz,,,,Hydro,Hydro,,,,Run-of-river,,,,,Switzerland,Switzerland,,,,0.4,0.4,,,,47.3991885281,,,,,8.17621146751,,,,,BFE,Switzerland Power Plant.csv
435,,,,Hospental,Hospental,,,,Hydro,Hydro,,,,Run-of-river,,,,,Switzerland,Switzerland,,,,2.0,2.0,,,,46.6205638209,,,,,8.56904462908,,,,,BFE,Switzerland Power Plant.csv
436,,,,Realp,Realp,,,,Hydro,Hydro,,,,Run-of-river,,,,,Switzerland,Switzerland,,,,0.9,0.9,,,,46.5993455879,,,,,8.50229746755,,,,,BFE,Switzerland Power Plant.csv
437,,,,Oberalp,Oberalp,,,,Hydro,Hydro,,,,Run-of-river,,,,,Switzerland,Switzerland,,,,2.9,2.9,,,,46.6329580099,,,,,8.60678648212,,,,,BFE,Switzerland Power Plant.csv
438,,,,Göschenen unterdorf,Göschenen unterdorf,,,,Hydro,Hydro,,,,Run-of-river,,,,,Switzerland,Switzerland,,,,1.62,1.62,,,,46.6678191535,,,,,8.58467035968,,,,,BFE,Switzerland Power Plant.csv
439,,,,Amsteg,Amsteg dotierzentrale,,,,Hydro,Hydro,,,,Run-of-river,,,,,Switzerland,Switzerland,,,,0.72,0.72,,,,46.7151423238,,,,,8.61105066077,,,,,BFE,Switzerland Power Plant.csv
440,,,,Stäubenwald,Stäubenwald,,,,Hydro,Hydro,,,,Run-of-river,,,,,Switzerland,Switzerland,,,,0.31,0.31,,,,46.7281811232,,,,,8.62036146626,,,,,BFE,Switzerland Power Plant.csv
441,,,,Äsch,Äsch,,,,Hydro,Hydro,,,,Run-of-river,,,,,Switzerland,Switzerland,,,,0.52,0.52,,,,46.8652358009,,,,,8.81028683203,,,,,BFE,Switzerland Power Plant.csv
442,,,,Bürglen loreto,Bürglen loreto,,,,Hydro,Hydro,,,,Run-of-river,,,,,Switzerland,Switzerland,,,,1.5,1.5,,,,46.8765292426,,,,,8.6633716678,,,,,BFE,Switzerland Power Plant.csv
443,,,,Kleintal isenthal,Kleintal isenthal,,,,Hydro,Hydro,,,,Run-of-river,,,,,Switzerland,Switzerland,,,,1.18,1.18,,,,46.9100429809,,,,,8.56226516908,,,,,BFE,Switzerland Power Plant.csv
444,,,,Ruosalp,Sahli ruosalp,,,,Hydro,Hydro,,,,Run-of-river,,,,,Switzerland,Switzerland,,,,4.7,4.7,,,,46.9176188126,,,,,8.84549886362,,,,,BFE,Switzerland Power Plant.csv
445,,,,Ibach,Ibach,,,,Hydro,Hydro,,,,Run-of-river,,,,,Switzerland,Switzerland,,,,0.32,0.32,,,,47.0071473786,,,,,8.64715120305,,,,,BFE,Switzerland Power Plant.csv
446,,,,Ingenbohl,Ingenbohl,,,,Hydro,Hydro,,,,Run-of-river,,,,,Switzerland,Switzerland,,,,0.6,0.6,,,,47.0046337809,,,,,8.6119820992,,,,,BFE,Switzerland Power Plant.csv
447,,,,Sustli,Sustli,,,,Hydro,Hydro,,,,Run-of-river,,,,,Switzerland,Switzerland,,,,1.63,1.63,,,,46.963776447,,,,,8.48336356408,,,,,BFE,Switzerland Power Plant.csv
448,,,,Unteraa melchaa,Unteraa melchaa,,,,Hydro,Hydro,,,,Reservoir,,,,,Switzerland,Switzerland,,,,12.0,12.0,,,,46.8214351941,,,,,8.1744623486,,,,,BFE,Switzerland Power Plant.csv
449,,,,Wisserlen,Wisserlen,,,,Hydro,Hydro,,,,Run-of-river,,,,,Switzerland,Switzerland,,,,1.15,1.0,,,,46.9102736664,,,,,8.29644423422,,,,,BFE,Switzerland Power Plant.csv
450,,,,Eichi,"Eichi, alpnach",,,,Hydro,Hydro,,,,Run-of-river,,,,,Switzerland,Switzerland,,,,2.4,2.4,,,,46.9407431769,,,,,8.28786773153,,,,,BFE,Switzerland Power Plant.csv
451,,,,Rotzloch,Rotzloch,,,,Hydro,Hydro,,,,Run-of-river,,,,,Switzerland,Switzerland,,,,0.3,0.3,,,,46.9648831886,,,,,8.33108666537,,,,,BFE,Switzerland Power Plant.csv
452,,,,Mühlenplatz,Mühlenplatz,,,,Hydro,Hydro,,,,Run-of-river,,,,,Switzerland,Switzerland,,,,0.93,0.93,,,,47.0517337725,,,,,8.30199665485,,,,,BFE,Switzerland Power Plant.csv
453,,,,Wolhusen geistlich,Wolhusen geistlich,,,,Hydro,Hydro,,,,Run-of-river,,,,,Switzerland,Switzerland,,,,0.33,0.33,,,,47.0550001861,,,,,8.07763365713,,,,,BFE,Switzerland Power Plant.csv
454,,,,Malters ettisbühl,Ettisbühl,,,,Hydro,Hydro,,,,Run-of-river,,,,,Switzerland,Switzerland,,,,0.87,0.87,,,,47.0382855313,,,,,8.16559322075,,,,,BFE,Switzerland Power Plant.csv
455,,,,Stollen,Stollen,,,,Hydro,Hydro,,,,Run-of-river,,,,,Switzerland,Switzerland,,,,0.71,0.71,,,,47.0337616233,,,,,8.23723761716,,,,,BFE,Switzerland Power Plant.csv
456,,,,Thorenberg,Thorenberg,,,,Hydro,Hydro,,,,Run-of-river,,,,,Switzerland,Switzerland,,,,0.79,0.79,,,,47.0525764602,,,,,8.24804704827,,,,,BFE,Switzerland Power Plant.csv
457,,,,Emmenweid,Emmenweid,,,,Hydro,Hydro,,,,Run-of-river,,,,,Switzerland,Switzerland,,,,1.08,1.08,,,,47.0670379793,,,,,8.26366866258,,,,,BFE,Switzerland Power Plant.csv
458,,,,Rathausen,Rathausen,,,,Hydro,Hydro,,,,Run-of-river,,,,,Switzerland,Switzerland,,,,2.1,2.1,,,,47.0817753951,,,,,8.3143325152,,,,,BFE,Switzerland Power Plant.csv
459,,,,Innere spinnerei,Innere spinnerei,,,,Hydro,Hydro,,,,Run-of-river,,,,,Switzerland,Switzerland,,,,0.45,0.45,,,,47.1403291209,,,,,8.57250348397,,,,,BFE,Switzerland Power Plant.csv
460,,,,"Wkw neuägeri, gmde menzingen",Neuägeri,,,,Hydro,Hydro,,,,Run-of-river,,,,,Switzerland,Switzerland,,,,0.34,0.34,,,,47.1528364463,,,,,8.56301002572,,,,,BFE,Switzerland Power Plant.csv
461,,,,Lorzentobel,Lorzentobel,,,,Hydro,Hydro,,,,Run-of-river,,,,,Switzerland,Switzerland,,,,5.74,5.74,,,,47.1826928598,,,,,8.55158504441,,,,,BFE,Switzerland Power Plant.csv
462,,,,Untermühle,"Untermühle, cham",,,,Hydro,Hydro,,,,Run-of-river,,,,,Switzerland,Switzerland,,,,0.6,0.6,,,,47.1964928952,,,,,8.44330123323,,,,,BFE,Switzerland Power Plant.csv
463,,,,Hagendorn,Hagendorn,,,,Hydro,Hydro,,,,Run-of-river,,,,,Switzerland,Switzerland,,,,0.58,0.58,,,,47.2016699737,,,,,8.43759101386,,,,,BFE,Switzerland Power Plant.csv
464,,,,Bruggmühle,Bruggmühle,,,,Hydro,Hydro,,,,Run-of-river,,,,,Switzerland,Switzerland,,,,0.54,0.54,,,,47.3497309812,,,,,8.33924607379,,,,,BFE,Switzerland Power Plant.csv
465,,,,Windisch,Windisch,,,,Hydro,Hydro,,,,Run-of-river,,,,,Switzerland,Switzerland,,,,1.59,1.59,,,,47.4813098091,,,,,8.23042079077,,,,,BFE,Switzerland Power Plant.csv
466,,,,Linthkraft stiftung,Linthkraft stiftung,,,,Hydro,Hydro,,,,Run-of-river,,,,,Switzerland,Switzerland,,,,0.5,0.5,,,,46.9200748442,,,,,8.99630573219,,,,,BFE,Switzerland Power Plant.csv
467,,,,"Brummbach, braunwald","Brummbach, braunwald",,,,Hydro,Hydro,,,,Run-of-river,,,,,Switzerland,Switzerland,,,,0.93,0.93,,,,46.9386081948,,,,,8.98305061474,,,,,BFE,Switzerland Power Plant.csv
468,,,,Diesbach linth,Diesbach linth,,,,Hydro,Hydro,,,,Run-of-river,,,,,Switzerland,Switzerland,,,,0.93,0.93,,,,46.9511277567,,,,,9.02808233474,,,,,BFE,Switzerland Power Plant.csv
469,,,,Luchsingen,Luchsingen,,,,Hydro,Hydro,,,,Run-of-river,,,,,Switzerland,Switzerland,,,,3.5,3.5,,,,46.9660497748,,,,,9.0354895251,,,,,BFE,Switzerland Power Plant.csv
470,,,,Leuggelbach,Leuggelbach,,,,Hydro,Hydro,,,,Run-of-river,,,,,Switzerland,Switzerland,,,,1.0,1.0,,,,46.9774012894,,,,,9.04726356888,,,,,BFE,Switzerland Power Plant.csv
471,,,,Haslen,Haslen,,,,Hydro,Hydro,,,,Run-of-river,,,,,Switzerland,Switzerland,,,,0.92,0.92,,,,46.9838748007,,,,,9.06034155135,,,,,BFE,Switzerland Power Plant.csv
472,,,,Schwanden f.blumer,Schwanden f.blumer,,,,Hydro,Hydro,,,,Run-of-river,,,,,Switzerland,Switzerland,,,,0.9,0.9,,,,46.9937940839,,,,,9.07773551203,,,,,BFE,Switzerland Power Plant.csv
473,,,,Empächli,Empächli,,,,Hydro,Hydro,,,,Run-of-river,,,,,Switzerland,Switzerland,,,,0.33,0.33,,,,46.9223429911,,,,,9.15841990058,,,,,BFE,Switzerland Power Plant.csv
474,,,,Krauchbachwerk,Krauchbach,,,,Hydro,Hydro,,,,Run-of-river,,,,,Switzerland,Switzerland,,,,0.64,0.64,,,,46.9561528371,,,,,9.15976534811,,,,,BFE,Switzerland Power Plant.csv
475,,,,"Engi, hinterdorf sernf","Engi, hinterdorf sernf",,,,Hydro,Hydro,,,,Run-of-river,,,,,Switzerland,Switzerland,,,,0.53,0.53,,,,46.9744263563,,,,,9.159168101,,,,,BFE,Switzerland Power Plant.csv
476,,,,Engi,"Engi, vorderdorf mühlebach",,,,Hydro,Hydro,,,,Run-of-river,,,,,Switzerland,Switzerland,,,,3.75,3.75,,,,46.9850426515,,,,,9.15319754055,,,,,BFE,Switzerland Power Plant.csv
477,,,,Schwanden gemeinde,Schwanden gemeinde,,,,Hydro,Hydro,,,,Run-of-river,,,,,Switzerland,Switzerland,,,,1.8,1.8,,,,46.9956406573,,,,,9.08699685101,,,,,BFE,Switzerland Power Plant.csv
478,,,,Schwanden sne,Schwanden sne,,,,Hydro,Hydro,,,,Run-of-river,,,,,Switzerland,Switzerland,,,,0.5,0.5,,,,46.994725001,,,,,9.08184034492,,,,,BFE,Switzerland Power Plant.csv
479,,,,Mühlefuhr,Mühlefuhr,,,,Hydro,Hydro,,,,Run-of-river,,,,,Switzerland,Switzerland,,,,0.82,0.82,,,,47.0265624558,,,,,9.08268411153,,,,,BFE,Switzerland Power Plant.csv
480,,,,Walzmühle,Walzmühle,,,,Hydro,Hydro,,,,Run-of-river,,,,,Switzerland,Switzerland,,,,0.32,0.32,,,,47.0493657979,,,,,9.067192771,,,,,BFE,Switzerland Power Plant.csv
481,,,,"Elggiskraft, netstal","Elggiskraft, netstal",,,,Hydro,Hydro,,,,Run-of-river,,,,,Switzerland,Switzerland,,,,0.8,0.8,,,,47.063765377,,,,,9.0605203259,,,,,BFE,Switzerland Power Plant.csv
482,,,,"Linthkraft, netstal","Linthkraft, netstal",,,,Hydro,Hydro,,,,Run-of-river,,,,,Switzerland,Switzerland,,,,1.42,1.42,,,,47.0737495147,,,,,9.06069079857,,,,,BFE,Switzerland Power Plant.csv
483,,,,Mels tobel,Tobel,,,,Hydro,Hydro,,,,Run-of-river,,,,,Switzerland,Switzerland,,,,0.99,0.99,,,,47.0382556599,,,,,9.3927198108,,,,,BFE,Switzerland Power Plant.csv
484,,,,Mels kw stoffel,Mels stoffel,,,,Hydro,Hydro,,,,Run-of-river,,,,,Switzerland,Switzerland,,,,3.3,3.3,,,,47.0432633834,,,,,9.41554241732,,,,,BFE,Switzerland Power Plant.csv
485,,,,Mels halde,Mels halde,,,,Hydro,Hydro,,,,Run-of-river,,,,,Switzerland,Switzerland,,,,0.55,0.55,,,,47.0445449435,,,,,9.4142733533,,,,,BFE,Switzerland Power Plant.csv
486,,,,Flums pravizin Äuli,Pravizin Äuli,,,,Hydro,Hydro,,,,Run-of-river,,,,,Switzerland,Switzerland,,,,0.7,0.7,,,,47.0862894131,,,,,9.33453362605,,,,,BFE,Switzerland Power Plant.csv
487,,,,Flums felsen,Felsen,,,,Hydro,Hydro,,,,Run-of-river,,,,,Switzerland,Switzerland,,,,1.45,1.45,,,,47.0880841876,,,,,9.34026178488,,,,,BFE,Switzerland Power Plant.csv
488,,,,Flums neues sägengüetli,Neues sägengüetli,,,,Hydro,Hydro,,,,Run-of-river,,,,,Switzerland,Switzerland,,,,1.19,1.19,,,,47.0886280848,,,,,9.34001761784,,,,,BFE,Switzerland Power Plant.csv
489,,,,Töbeli,Töbeli,,,,Hydro,Hydro,,,,Run-of-river,,,,,Switzerland,Switzerland,,,,0.6,0.6,,,,47.1248957041,,,,,9.32865044802,,,,,BFE,Switzerland Power Plant.csv
490,,,,Talbach,Talbach,,,,Hydro,Hydro,,,,Run-of-river,,,,,Switzerland,Switzerland,,,,0.75,0.75,,,,47.1105410978,,,,,9.27055175592,,,,,BFE,Switzerland Power Plant.csv
491,,,,Oberterzen,Oberterzen büeli,,,,Hydro,Hydro,,,,Run-of-river,,,,,Switzerland,Switzerland,,,,1.16,1.16,,,,47.1005471458,,,,,9.25966883654,,,,,BFE,Switzerland Power Plant.csv
492,,,,Murg merlen,Merlen,,,,Hydro,Hydro,,,,Reservoir,,,,,Switzerland,Switzerland,,,,0.41,0.41,,,,47.0729029373,,,,,9.19762330651,,,,,BFE,Switzerland Power Plant.csv
493,,,,Murg gödis,Gödis,,,,Hydro,Hydro,,,,Run-of-river,,,,,Switzerland,Switzerland,,,,2.8,2.8,,,,47.1084484412,,,,,9.21473631193,,,,,BFE,Switzerland Power Plant.csv
494,,,,Muslen,Muslen,,,,Hydro,Hydro,,,,Run-of-river,,,,,Switzerland,Switzerland,,,,1.61,1.61,,,,47.1380756597,,,,,9.13555309657,,,,,BFE,Switzerland Power Plant.csv
495,,,,Rütiberg obersee,Rütiberg obersee,,,,Hydro,Hydro,,,,Run-of-river,,,,,Switzerland,Switzerland,,,,0.89,0.89,,,,47.0936004244,,,,,9.0373154401,,,,,BFE,Switzerland Power Plant.csv
496,,,,Rütiberg brändbach,Rütiberg brändbach,,,,Hydro,Hydro,,,,Run-of-river,,,,,Switzerland,Switzerland,,,,0.85,0.85,,,,47.0936004244,,,,,9.0373154401,,,,,BFE,Switzerland Power Plant.csv
497,,,,Risi,Risi,,,,Hydro,Hydro,,,,Run-of-river,,,,,Switzerland,Switzerland,,,,4.5,4.5,,,,47.0946783225,,,,,9.05671355608,,,,,BFE,Switzerland Power Plant.csv
498,,,,Ziegelbrücke,Ziegelbrücke,,,,Hydro,Hydro,,,,Run-of-river,,,,,Switzerland,Switzerland,,,,0.58,0.58,,,,47.1331874754,,,,,9.06288735926,,,,,BFE,Switzerland Power Plant.csv
499,,,,"Uznaberg, uznach","Uznaberg, uznach",,,,Hydro,Hydro,,,,Run-of-river,,,,,Switzerland,Switzerland,,,,0.51,0.51,,,,47.2311598929,,,,,8.96429863072,,,,,BFE,Switzerland Power Plant.csv
500,,,,Pilgersteg,Pilgersteg,,,,Hydro,Hydro,,,,Run-of-river,,,,,Switzerland,Switzerland,,,,0.56,0.56,,,,47.2688671863,,,,,8.87219842017,,,,,BFE,Switzerland Power Plant.csv
501,,,,Bäch,Bäch,,,,Hydro,Hydro,,,,Run-of-river,,,,,Switzerland,Switzerland,,,,0.3,0.3,,,,47.2003433021,,,,,8.72530004013,,,,,BFE,Switzerland Power Plant.csv
502,,,,Sihl höfe,Sihl höfe,,,,Hydro,Hydro,,,,Run-of-river,,,,,Switzerland,Switzerland,,,,1.45,1.45,,,,47.1773356908,,,,,8.68239576491,,,,,BFE,Switzerland Power Plant.csv
503,,,,Waldhalde,Waldhalde,,,,Hydro,Hydro,,,,Run-of-river,,,,,Switzerland,Switzerland,,,,2.8,2.8,,,,47.1791652701,,,,,8.62847586729,,,,,BFE,Switzerland Power Plant.csv
504,,,,Manegg,Manegg,,,,Hydro,Hydro,,,,Run-of-river,,,,,Switzerland,Switzerland,,,,0.64,0.64,,,,47.3387264858,,,,,8.52087782283,,,,,BFE,Switzerland Power Plant.csv
505,,,,Höngg,Höngg,,,,Hydro,Hydro,,,,Run-of-river,,,,,Switzerland,Switzerland,,,,1.4,1.4,,,,47.4014693207,,,,,8.48651399019,,,,,BFE,Switzerland Power Plant.csv
506,,,,Dietikon,Dietikon,,,,Hydro,Hydro,,,,Run-of-river,,,,,Switzerland,Switzerland,,,,2.94,2.94,,,,47.4103399639,,,,,8.40798019435,,,,,BFE,Switzerland Power Plant.csv
507,,,,Aue dotierzentrale,Aue dotierzentrale,,,,Hydro,Hydro,,,,Run-of-river,,,,,Switzerland,Switzerland,,,,5.7,5.7,,,,47.4694528495,,,,,8.30963508241,,,,,BFE,Switzerland Power Plant.csv
508,,,,Schiffmühle,Schiffmühle,,,,Hydro,Hydro,,,,Run-of-river,,,,,Switzerland,Switzerland,,,,3.68,3.6,,,,47.4880675329,,,,,8.26727797892,,,,,BFE,Switzerland Power Plant.csv
509,,,,Bag turgi,Turgi,,,,Hydro,Hydro,,,,Run-of-river,,,,,Switzerland,Switzerland,,,,1.9,1.0,,,,47.4971134272,,,,,8.24724562911,,,,,BFE,Switzerland Power Plant.csv
510,,,,"Stroppel, untersiggenthal","Stroppel, untersiggenthal",,,,Hydro,Hydro,,,,Run-of-river,,,,,Switzerland,Switzerland,,,,0.8,0.8,,,,47.5027384384,,,,,8.24029647654,,,,,BFE,Switzerland Power Plant.csv
511,,,,Kw ulrichen,Ulrichen,,,,Hydro,Hydro,,,,Run-of-river,,,,,Switzerland,Switzerland,,,,2.35,2.35,,,,46.5031259385,,,,,8.31853164755,,,,,BFE,Switzerland Power Plant.csv
512,,,,Merezenbach,Merezenbach,,,,Hydro,Hydro,,,,Run-of-river,,,,,Switzerland,Switzerland,,,,1.99,1.99,,,,46.4857148879,,,,,8.27735361119,,,,,BFE,Switzerland Power Plant.csv
513,,,,Rappental,Rappental,,,,Hydro,Hydro,,,,Run-of-river,,,,,Switzerland,Switzerland,,,,1.2,1.2,,,,46.3945542547,,,,,8.17817050918,,,,,BFE,Switzerland Power Plant.csv
